,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,,,,
99,10,6,13,12,7,7,7,4,14,7,6,14,8,5,13,,,,,,
100,7,11,7,9,9,7,5,7,6,9,7,10,7,7,12,,,,,,
101,10,9,0,4,7,5,6,0,9,14,10,7,0,6,8,,,,,,
102,6,8,8,4,11,5,8,8,14,9,13,8,8,13,9,,,,,,
103,12,9,1,12,12,12,12,14,10,12,12,12,4,5,12,,,,,,
104,7,7,7,6,7,7,7,7,7,7,7,13,7,7,7,,,,,,
105,5,12,5,8,5,5,11,5,13,5,5,6,5,2,5,,,,,,
106,7,10,7,9,5,13,10,13,4,14,4,10,9,0,7,,,,,,
107,7,7,7,14,8,7,7,7,4,8,7,7,7,11,9,,,,,,
108,4,14,5,0,9,7,12,5,0,12,10,0,5,0,9,,,,,,
109,9,9,9,6,4,7,9,9,12,7,13,9,9,8,4,,,,,,
110,9,9,9,7,7,9,9,9,5,13,9,9,9,4,7,,,,,,
111,12,13,12,12,11,12,9,12,12,3,12,8,12,12,11,,,,,,
112,12,7,12,4,6,12,14,12,5,6,12,4,12,9,7,,,,,,
113,10,4,7,5,10,10,8,14,4,10,10,12,13,7,10,,,,,,
114,13,4,7,0,4,12,13,11,13,14,8,11,8,14,4,,,,,,
115,8,6,10,14,13,4,6,9,9,5,14,6,7,5,5,,,,,,
116,8,1,8,7,10,8,11,8,14,6,8,13,8,13,6,,,,,,
117,13,14,9,14,8,4,14,3,14,12,13,14,10,13,12,,,,,,
118,14,11,11,0,11,6,11,11,0,11,7,11,11,14,11,,,,,,
119,4,4,12,10,5,4,4,14,0,5,4,4,0,0,9,,,,,,
120,12,13,0,8,7,6,8,10,5,7,5,13,9,9,7,,,,,,
121,4,8,10,9,13,10,11,8,10,4,5,4,10,7,9,,,,,,
122,7,13,0,9,8,12,13,0,4,8,13,13,0,14,14,,,,,,
123,10,12,9,8,4,6,2,9,7,4,9,13,9,12,7,,,,,,
124,9,5,11,5,8,13,5,5,5,9,12,5,5,5,8,,,,,,
125,6,9,13,8,11,7,14,12,7,12,14,14,11,12,11,,,,,,
126,3,12,12,14,9,13,2,10,10,9,5,13,11,7,9,,,,,,
127,12,2,14,12,6,12,13,13,12,9,12,9,6,10,6,,,,,,
128,14,4,11,5,13,9,4,4,4,8,14,4,4,4,8,,,,,,
129,3,5,4,11,13,13,6,7,11,13,5,10,9,14,5,,,,,,
130,13,14,10,5,9,13,1,11,13,9,13,12,12,13,5,,,,,,
131,11,8,11,10,5,11,11,11,6,14,11,11,11,13,14,,,,,,
132,14,14,14,13,14,14,14,14,5,14,14,14,14,10,14,,,,,,
133,11,14,11,14,11,13,10,11,9,11,14,0,11,4,11,,,,,,
134,10,11,11,8,10,13,12,13,7,10,14,4,0,12,10,,,,,,
135,13,9,10,5,5,13,8,8,10,14,13,4,10,4,5,,,,,,
136,14,0,10,12,12,7,12,10,4,12,5,8,10,6,6,,,,,,
137,13,9,9,9,5,4,9,8,4,8,13,9,7,6,8,,,,,,
138,13,11,6,10,12,13,4,7,9,11,13,9,12,0,12,,,,,,
139,7,2,7,13,5,7,12,7,14,13,7,14,7,9,13,,,,,,
140,7,11,9,7,8,13,1,3,5,13,4,13,10,14,8,,,,,,
141,8,7,7,5,9,13,10,11,11,9,12,11,8,2,14,,,,,,
142,11,11,11,14,11,11,11,11,9,11,11,11,11,4,11,,,,,,
143,13,12,12,5,14,5,12,12,14,8,8,12,12,6,8,,,,,,
144,8,12,7,12,5,11,12,13,10,9,5,12,8,5,9,,,,,,
145,6,7,0,7,9,9,7,0,7,9,8,7,0,7,14,,,,,,
146,13,0,0,10,8,13,0,11,5,8,13,4,10,13,4,,,,,,
147,5,14,14,5,8,5,7,9,5,8,5,14,7,5,9,,,,,,
148,5,4,8,6,9,10,6,10,13,9,6,4,7,5,9,,,,,,
149,5,9,9,4,9,8,9,9,5,9,10,9,9,10,12,,,,,,
150,6,9,0,12,7,7,13,0,3,10,12,13,11,11,7,,,,,,
151,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,
152,11,12,0,11,5,11,2,0,14,14,11,13,10,6,5,,,,,,
153,7,13,8,13,14,12,8,8,6,14,11,8,8,10,5,,,,,,
154,14,10,13,4,7,14,13,12,5,13,14,6,11,9,8,,,,,,
155,9,6,5,7,10,5,12,5,6,7,5,13,5,11,7,,,,,,
156,13,14,9,6,14,6,14,1,8,14,7,14,10,10,14,,,,,,
157,5,9,13,6,10,10,6,0,8,6,6,7,0,12,6,,,,,,
158,14,14,6,12,10,13,7,6,8,11,4,11,6,14,10,,,,,,
159,2,14,4,7,7,13,6,12,5,14,5,14,5,14,8,,,,,,
160,13,13,7,10,10,14,13,14,7,9,12,13,12,5,5,,,,,,
161,6,0,14,13,4,11,10,4,0,10,8,4,14,0,10,,,,,,
162,5,4,6,8,4,6,10,11,8,4,11,7,10,12,10,,,,,,
163,13,13,13,5,6,13,13,13,14,6,13,13,13,9,9,,,,,,
164,5,12,11,7,8,5,11,12,6,7,5,6,9,11,7,,,,,,
165,11,9,13,8,7,11,8,4,4,14,11,12,8,5,7,,,,,,
166,8,5,8,9,4,8,12,8,5,12,8,10,8,11,12,,,,,,
167,7,13,6,10,11,10,6,11,13,11,14,12,12,14,10,,,,,,
168,8,0,5,10,4,9,0,5,11,6,5,13,5,8,6,,,,,,
169,14,11,7,9,9,7,4,12,6,6,5,9,8,8,6,,,,,,
170,5,14,9,10,6,5,7,0,11,6,5,14,0,8,9,,,,,,
171,8,7,4,12,10,4,7,12,11,6,12,7,9,5,5,,,,,,
172,13,11,13,5,13,13,4,13,14,13,13,9,13,9,13,,,,,,
173,5,3,13,0,14,6,13,12,0,7,4,4,11,14,14,,,,,,
174,13,7,7,6,11,12,7,7,13,11,6,7,7,14,14,,,,,,
175,7,7,0,13,10,7,7,10,14,12,7,7,9,9,12,,,,,,
176,10,6,9,6,14,13,11,7,12,7,14,8,13,8,14,,,,,,
177,12,12,13,7,7,12,12,8,5,14,12,12,5,14,8,,,,,,
178,10,12,1,5,10,10,5,9,9,10,10,6,7,12,10,,,,,,
179,13,8,7,6,5,8,10,7,9,5,4,5,7,12,12,,,,,,
180,7,10,14,5,13,13,4,5,10,13,4,14,9,10,11,,,,,,
181,7,4,14,13,7,4,9,9,10,12,14,10,11,4,12,,,,,,
182,8,9,4,13,8,8,10,14,6,8,8,13,9,10,8,,,,,,
183,13,13,7,14,13,13,13,12,9,13,13,13,8,10,13,,,,,,
184,6,7,5,3,11,6,14,14,10,11,6,6,3,4,4,,,,,,
185,6,6,13,14,9,9,11,6,12,9,9,8,7,4,9,,,,,,
186,9,11,0,6,11,1,11,0,12,11,13,11,10,8,11,,,,,,
187,5,7,12,7,6,5,8,4,9,14,5,14,12,4,14,,,,,,
188,11,11,14,14,11,11,11,13,6,11,11,11,6,8,11,,,,,,
189,5,4,8,6,13,6,13,8,7,13,11,8,8,12,7,,,,,,
190,4,13,6,6,12,14,10,6,6,12,13,9,6,6,8,,,,,,
191,5,7,9,4,8,5,8,0,10,14,5,14,0,8,6,,,,,,
192,5,13,10,14,11,6,13,8,9,12,9,13,13,4,12,,,,,,
193,6,7,10,5,8,11,5,7,4,8,8,9,9,14,8,,,,,,
194,7,14,12,6,13,7,8,9,13,4,7,4,5,14,13,,,,,,
195,9,12,14,9,4,13,2,14,7,11,6,9,14,12,11,,,,,,
196,13,12,5,0,5,5,12,10,14,5,8,12,3,9,13,,,,,,
197,10,11,12,9,13,7,9,5,6,5,6,14,10,8,5,,,,,,
198,14,5,14,4,5,8,5,9,11,5,4,5,7,13,5,,,,,,
199,8,7,8,14,11,14,7,4,11,2,2,7,12,13,10,,,,,,
200,8,4,10,0,13,13,13,9,0,5,12,11,7,0,5,,,,,,
201,13,14,10,13,12,5,11,8,5,11,8,0,7,4,7,,,,,,
202,10,11,13,5,2,7,11,6,14,10,6,11,7,9,12,,,,,,
203,7,5,10,4,10,5,6,10,0,10,14,11,10,0,10,,,,,,
204,14,10,10,9,12,13,10,10,5,11,5,10,10,10,7,,,,,,
205,5,0,13,5,7,9,0,13,13,12,1,0,7,13,7,,,,,,
206,3,0,7,1,12,13,0,14,11,6,5,0,13,6,7,,,,,,
207,14,14,7,14,12,14,14,9,14,8,14,14,1,13,8,,,,,,
208,5,0,0,4,10,8,0,11,9,10,9,12,9,7,10,,,,,,
209,8,5,12,12,11,9,5,3,7,6,13,5,14,9,6,,,,,,
210,14,14,13,9,10,6,1,13,0,12,7,12,13,0,11,,,,,,
211,12,6,10,0,7,13,8,12,13,7,4,10,0,14,7,,,,,,
212,7,0,0,4,10,10,12,0,12,4,10,8,0,14,12,,,,,,
213,4,13,7,0,13,12,10,7,13,9,11,9,7,14,10,,,,,,
214,8,9,11,9,9,10,9,13,9,9,5,9,0,9,9,,,,,,
215,13,10,4,6,10,5,10,13,8,10,8,10,12,9,10,,,,,,
216,6,0,12,6,12,7,0,12,8,12,13,0,12,12,12,,,,,,
217,7,4,8,13,9,8,7,9,14,12,9,12,11,4,4,,,,,,
218,5,9,9,5,6,6,9,9,9,6,14,9,8,9,14,,,,,,
219,7,0,0,5,5,6,11,4,10,14,9,8,10,11,5,,,,,,
220,9,5,9,13,14,5,5,7,14,6,5,5,8,4,14,,,,,,
221,8,5,14,13,11,8,9,4,14,4,8,4,8,6,10,,,,,,
222,10,7,5,12,5,3,14,6,7,13,9,13,8,9,10,,,,,,
223,14,11,6,6,10,13,14,6,6,5,4,4,6,6,5,,,,,,
224,5,14,13,9,8,10,8,6,10,8,6,14,7,7,13,,,,,,
225,6,6,6,9,7,6,6,6,8,7,6,6,6,6,12,,,,,,
226,9,13,6,14,9,8,10,6,0,10,9,9,5,0,3,,,,,,
227,13,13,10,14,4,13,13,11,9,11,13,13,12,10,7,,,,,,
228,7,9,7,0,11,13,9,13,0,12,4,9,8,0,12,,,,,,
229,7,11,8,11,14,6,11,7,11,7,9,9,14,11,14,,,,,,
230,5,10,9,10,8,5,7,7,7,8,5,8,8,6,11,,,,,,
231,12,8,10,7,11,5,8,7,12,4,6,12,9,13,10,,,,,,
232,9,0,11,4,13,9,0,10,5,11,7,12,9,10,11,,,,,,
233,5,9,11,7,13,6,13,4,5,13,10,3,4,9,1,,,,,,
234,5,13,5,10,8,5,2,5,7,14,5,9,5,6,6,,,,,,
235,13,7,9,7,5,8,7,5,7,5,4,7,7,7,13,,,,,,
236,10,8,10,13,9,10,11,10,5,11,10,12,10,4,1,,,,,,
237,10,11,14,14,12,6,8,4,5,9,7,4,4,10,11,,,,,,
238,6,4,14,4,6,11,9,9,6,6,8,10,11,10,11,,,,,,
239,9,9,8,10,4,9,9,7,14,7,9,9,4,0,4,,,,,,
240,12,8,11,9,14,10,14,11,7,5,7,6,11,12,14,,,,,,
241,10,5,13,0,6,10,6,9,0,6,10,11,8,14,9,,,,,,
242,6,10,8,14,8,11,1,8,6,8,8,11,8,7,8,,,,,,
243,3,11,12,5,9,12,6,0,4,9,6,8,0,11,14,,,,,,
244,7,7,12,6,14,7,7,8,7,6,7,7,4,7,13,,,,,,
245,13,12,12,8,13,13,9,6,10,13,13,8,7,9,13,,,,,,
246,7,13,7,6,10,7,11,7,9,12,7,2,7,12,12,,,,,,
247,4,11,11,5,11,6,11,11,11,11,7,11,11,11,11,,,,,,
248,14,12,6,11,5,9,13,11,4,5,4,10,8,14,5,,,,,,
249,9,0,5,11,5,4,13,5,13,5,6,6,5,6,5,,,,,,
250,12,12,10,6,2,12,12,3,8,10,12,12,14,10,6,,,,,,
251,13,9,9,0,11,5,9,9,0,11,8,9,9,4,12,,,,,,
252,7,10,9,4,6,7,5,4,11,5,13,14,14,14,6,,,,,,
253,11,11,11,4,10,11,11,11,5,12,11,11,11,11,10,,,,,,
254,6,9,8,4,9,7,9,5,5,9,13,9,11,10,9,,,,,,
255,7,14,8,0,14,12,11,10,0,7,11,0,4,14,7,,,,,,
256,6,9,9,7,4,7,9,9,12,8,13,9,9,1,8,,,,,,
257,10,13,13,8,8,10,4,9,9,13,10,8,8,4,8,,,,,,
258,9,3,8,8,7,9,13,7,10,4,9,14,4,5,8,,,,,,
259,4,6,4,13,10,7,14,12,14,13,10,7,2,4,8,,,,,,
260,10,10,9,5,12,10,10,11,10,12,10,10,13,10,10,,,,,,
261,9,7,1,14,14,4,12,14,10,14,7,6,6,11,8,,,,,,
262,14,11,10,7,8,7,2,8,11,13,5,13,10,9,8,,,,,,
263,13,9,8,10,14,13,13,13,4,2,13,13,13,6,11,,,,,,
264,11,4,6,11,5,7,7,12,4,5,8,12,4,14,5,,,,,,
265,6,11,12,11,13,9,8,12,9,7,2,4,12,6,13,,,,,,
266,9,10,14,14,6,8,7,2,4,6,9,14,9,7,6,,,,,,
267,5,13,6,10,10,5,6,8,0,13,5,12,14,0,8,,,,,,
268,14,0,11,9,14,7,12,11,4,7,5,8,11,7,14,,,,,,
269,12,12,12,11,12,14,12,12,6,12,13,12,12,11,12,,,,,,
270,8,12,3,13,6,7,6,11,3,4,10,10,8,12,6,,,,,,
271,6,14,14,14,13,11,12,6,10,1,4,11,11,11,12,,,,,,
272,11,8,13,12,11,11,10,6,8,11,13,12,7,7,11,,,,,,
273,6,14,7,4,9,12,11,13,7,9,3,2,2,12,14,,,,,,
274,5,9,9,14,5,6,9,9,12,13,14,9,8,4,11,,,,,,
275,13,6,9,4,8,12,7,9,5,13,11,4,9,10,8,,,,,,
276,10,5,5,4,11,14,5,6,10,8,7,5,8,8,11,,,,,,
277,7,8,4,10,7,12,4,9,7,12,11,5,1,5,7,,,,,,
278,5,8,6,9,11,5,14,8,4,6,5,12,14,10,6,,,,,,
279,12,14,8,9,6,6,8,4,6,14,5,4,12,7,14,,,,,,
280,2,7,9,11,13,9,8,13,8,5,4,14,6,4,5,,,,,,
281,8,14,7,8,8,8,13,9,12,8,8,12,1,5,8,,,,,,
282,5,13,9,14,4,14,4,7,5,10,9,7,8,5,10,,,,,,
283,12,14,12,6,9,6,11,10,8,5,4,0,8,10,4,,,,,,
284,9,11,8,14,10,7,10,10,7,10,13,4,7,12,13,,,,,,
285,8,10,11,12,8,8,1,14,13,10,8,11,4,10,6,,,,,,
286,14,10,7,13,12,1,0,7,14,5,12,0,7,11,11,,,,,,
287,5,13,9,11,14,5,10,7,13,6,5,7,8,6,6,,,,,,
288,14,5,5,1,5,9,5,5,12,5,14,5,5,7,5,,,,,,
289,6,13,12,10,5,4,13,6,4,4,10,14,7,6,5,,,,,,
290,8,11,9,6,5,4,7,10,6,12,14,10,12,6,5,,,,,,
291,12,12,4,9,14,14,12,10,7,14,13,14,8,11,7,,,,,,
292,4,5,11,0,10,5,6,11,0,7,4,10,11,14,7,,,,,,
293,9,7,6,14,7,8,13,5,4,11,9,4,13,7,13,,,,,,
294,8,5,8,5,8,7,5,9,5,7,10,5,11,5,8,,,,,,
295,4,4,9,7,8,6,6,9,5,8,7,4,9,4,12,,,,,,
296,11,9,13,12,4,7,9,6,6,7,6,9,7,12,4,,,,,,
297,11,7,9,3,7,10,7,5,10,7,4,7,7,8,7,,,,,,
298,5,4,0,9,12,9,6,11,7,12,6,7,9,5,6,,,,,,
299,13,0,12,11,13,8,0,10,5,13,4,11,6,4,5,,,,,,
300,11,11,11,6,1,11,9,11,8,9,11,14,11,4,6,,,,,,
301,6,14,12,14,13,9,11,12,9,13,14,3,12,10,4,,,,,,
302,12,13,7,13,6,6,10,7,14,13,8,0,7,11,4,,,,,,
303,12,12,14,14,13,12,12,13,6,4,12,12,6,8,5,,,,,,
304,14,5,9,8,10,9,5,0,13,13,4,5,0,3,8,,,,,,
305,8,12,12,13,7,8,5,11,14,11,8,12,5,6,9,,,,,,
306,8,13,8,2,8,4,11,10,10,8,14,2,3,4,12,,,,,,
307,12,8,11,12,8,11,8,0,13,8,7,8,0,14,8,,,,,,
308,9,14,9,10,4,9,8,9,7,4,9,12,9,5,7,,,,,,
309,13,0,10,7,6,12,0,9,7,13,6,0,5,7,6,,,,,,
310,7,12,12,0,14,8,11,9,0,6,9,6,0,0,14,,,,,,
311,13,5,7,5,4,12,10,7,9,4,13,11,7,14,9,,,,,,
312,12,9,8,6,12,12,12,5,11,12,12,12,10,8,12,,,,,,
313,14,12,12,6,6,12,9,6,4,6,14,8,7,8,7,,,,,,
314,5,9,5,10,5,6,6,11,9,8,9,7,3,0,8,,,,,,
315,11,7,0,11,14,11,14,0,11,7,11,10,10,14,7,,,,,,
316,11,11,11,8,14,11,11,11,4,7,11,11,11,9,14,,,,,,
317,8,6,12,11,5,4,6,7,7,13,14,6,11,5,5,,,,,,
318,14,5,5,13,8,7,5,5,6,8,8,5,5,8,11,,,,,,
319,7,12,3,14,6,5,12,10,5,6,14,12,7,10,10,,,,,,
320,5,5,11,5,9,14,5,5,7,12,9,5,5,6,12,,,,,,
321,8,8,8,5,4,8,8,8,4,4,8,8,6,14,10,,,,,,
322,13,11,13,4,1,13,8,13,9,10,13,9,13,6,6,,,,,,
323,4,9,11,10,4,4,5,4,7,4,4,8,4,13,4,,,,,,
324,11,11,14,1,14,11,11,13,10,7,11,11,6,6,14,,,,,,
325,7,9,10,5,5,6,9,11,4,4,14,9,13,14,5,,,,,,
326,8,5,0,6,11,4,11,0,7,11,12,6,0,7,3,,,,,,
327,14,10,13,5,7,14,13,4,13,13,14,6,6,9,7,,,,,,
328,13,11,8,8,5,14,8,9,9,14,13,10,7,4,5,,,,,,
329,6,6,9,9,9,7,11,7,12,9,10,8,4,6,13,,,,,,
330,13,8,10,4,4,13,9,8,9,5,13,13,10,6,14,,,,,,
331,12,14,13,4,13,11,6,13,6,13,8,4,13,4,13,,,,,,
332,14,4,4,5,7,9,4,4,4,7,14,4,4,4,14,,,,,,
333,4,5,5,5,8,7,14,5,5,14,10,12,5,5,6,,,,,,
334,10,4,13,8,6,10,8,9,7,12,10,12,8,12,6,,,,,,
335,4,14,14,9,6,5,14,14,12,6,10,14,14,13,12,,,,,,
336,14,8,13,5,8,6,4,0,10,13,7,11,0,11,8,,,,,,
337,4,5,6,10,6,5,13,6,4,6,12,10,6,12,6,,,,,,
338,10,10,9,4,13,10,10,7,12,7,10,10,4,14,14,,,,,,
339,12,9,11,12,5,10,14,11,14,5,7,10,11,5,14,,,,,,
340,6,6,6,4,6,6,6,6,7,6,6,6,6,9,6,,,,,,
341,13,8,0,10,8,13,11,0,4,8,13,4,0,6,12,,,,,,
342,10,1,9,7,10,10,13,7,12,10,10,4,4,4,10,,,,,,
343,10,11,7,8,9,4,5,7,5,14,8,10,7,9,6,,,,,,
344,7,11,10,14,7,5,1,10,6,14,14,13,10,8,7,,,,,,
345,8,4,0,10,14,11,4,0,11,8,5,4,12,7,13,,,,,,
346,13,6,7,7,11,4,6,6,5,13,5,6,6,11,9,,,,,,
347,4,4,10,10,10,14,14,8,14,10,6,11,7,6,10,,,,,,
348,4,13,12,9,12,5,6,11,6,7,6,13,4,8,7,,,,,,
349,6,8,10,9,6,9,11,2,4,9,2,11,14,7,6,,,,,,
350,7,12,12,9,10,13,12,12,11,9,4,12,12,14,5,,,,,,
351,13,11,13,14,14,7,0,12,14,14,5,0,11,14,14,,,,,,
352,7,7,11,14,1,7,7,1,4,9,7,7,13,11,9,,,,,,
353,13,11,5,14,12,4,12,11,10,11,13,14,1,7,7,,,,,,
354,1,7,7,11,13,12,7,7,14,4,6,7,7,8,13,,,,,,
355,10,6,13,12,5,13,11,6,6,8,14,8,7,12,5,,,,,,
356,5,5,10,13,11,5,14,1,6,6,5,12,11,8,6,,,,,,
357,9,8,8,14,7,14,4,10,5,6,6,11,7,10,7,,,,,,
358,6,11,9,12,6,7,13,2,13,6,12,4,12,10,5,,,,,,
359,9,10,10,6,5,5,10,10,12,14,9,10,10,8,5,,,,,,
360,13,11,0,9,8,4,0,11,4,5,7,0,10,6,8,,,,,,
361,14,6,8,6,8,5,12,8,7,8,6,9,8,12,8,,,,,,
362,13,9,7,4,11,4,9,13,5,7,7,9,10,10,7,,,,,,
363,10,4,10,4,4,10,14,10,12,4,10,11,10,14,5,,,,,,
364,13,8,13,10,14,13,11,7,5,4,13,4,14,13,4,,,,,,
365,4,12,5,0,14,14,0,5,0,14,9,0,5,14,8,,,,,,
366,11,6,11,13,8,11,7,11,5,8,11,14,11,9,14,,,,,,
367,7,8,0,11,7,7,10,0,5,7,7,5,0,4,7,,,,,,
368,5,10,14,14,13,5,7,6,10,5,5,8,11,13,5,,,,,,
369,6,5,6,14,10,6,13,6,4,11,6,10,5,7,10,,,,,,
370,9,7,8,12,14,9,4,5,3,5,9,11,11,11,14,,,,,,
371,8,8,7,6,8,4,10,7,9,9,12,5,7,12,9,,,,,,
372,1,13,10,6,5,12,10,9,6,4,8,9,7,6,4,,,,,,
373,12,4,2,10,13,14,14,14,9,13,7,3,10,0,13,,,,,,
374,13,9,10,12,5,5,12,10,8,8,8,14,10,7,5,,,,,,
375,14,6,12,4,5,14,13,11,5,13,14,12,4,9,5,,,,,,
376,4,0,4,5,11,6,0,11,11,11,7,12,11,11,11,,,,,,
377,14,11,14,13,3,5,9,11,9,12,6,5,8,5,13,,,,,,
378,6,14,14,9,7,7,6,10,10,12,12,4,11,7,7,,,,,,
379,4,10,10,14,10,11,10,10,5,10,7,10,10,9,10,,,,,,
380,6,9,10,8,12,9,8,2,12,12,14,11,14,12,12,,,,,,
381,6,11,6,8,5,6,8,6,14,13,6,4,6,5,7,,,,,,
382,13,14,0,9,11,5,8,0,0,14,8,14,4,0,14,,,,,,
383,14,0,13,8,13,13,0,12,9,13,4,11,4,12,5,,,,,,
384,14,7,12,8,6,3,10,4,6,6,12,11,5,6,11,,,,,,
385,7,6,3,14,5,4,7,10,14,13,12,13,7,14,5,,,,,,
386,3,12,10,0,14,13,14,7,0,5,5,4,13,14,14,,,,,,
387,6,9,4,11,14,7,12,4,10,14,14,0,4,0,5,,,,,,
388,6,10,3,9,12,6,11,13,12,10,6,14,7,11,8,,,,,,
389,14,0,13,8,12,12,4,13,10,7,14,8,13,9,12,,,,,,
390,13,13,10,6,13,13,13,8,4,13,13,13,13,8,13,,,,,,
391,14,14,13,13,5,14,14,12,9,13,14,14,11,12,13,,,,,,
392,14,14,13,8,9,12,11,13,7,6,14,0,13,12,6,,,,,,
393,7,12,4,10,8,14,5,14,4,8,5,12,6,6,8,,,,,,
394,7,7,7,7,5,7,7,7,7,6,7,7,7,13,5,,,,,,
395,9,8,13,11,11,3,10,6,11,11,13,12,7,14,11,,,,,,
396,9,3,0,12,7,4,12,0,11,13,5,14,10,7,7,,,,,,
397,11,8,11,6,9,11,10,11,8,5,11,12,11,4,14,,,,,,
398,11,8,11,12,9,11,10,11,6,5,11,12,8,12,4,,,,,,
399,13,14,6,8,14,5,6,6,9,8,8,6,6,12,13,,,,,,
400,9,8,8,12,4,9,9,5,8,4,9,9,11,7,8,,,,,,
401,12,4,5,12,8,12,10,10,12,13,12,14,3,12,8,,,,,,
402,11,6,6,5,11,4,14,8,5,11,11,7,14,5,9,,,,,,
403,4,5,11,8,13,4,8,7,11,8,4,13,14,10,8,,,,,,
404,7,6,9,13,9,7,8,4,14,9,7,10,14,11,4,,,,,,
405,8,6,11,8,9,4,6,8,9,9,14,6,10,12,14,,,,,,
406,10,12,8,0,14,10,4,7,14,8,10,6,14,4,14,,,,,,
407,10,4,13,5,10,5,12,0,4,10,10,3,0,14,7,,,,,,
408,8,10,6,7,11,14,5,11,7,11,13,14,3,7,8,,,,,,
409,13,9,9,9,9,5,9,8,9,9,8,9,7,9,9,,,,,,
410,10,10,6,4,12,10,10,7,7,9,10,10,13,12,9,,,,,,
411,12,9,9,4,11,6,4,1,6,11,7,13,12,10,9,,,,,,
412,13,1,9,4,12,8,12,4,11,4,4,14,12,14,12,,,,,,
413,6,4,4,10,9,7,4,4,7,7,4,4,4,13,9,,,,,,
414,8,10,6,7,7,9,7,6,5,13,4,14,6,11,7,,,,,,
415,10,10,1,9,4,10,10,14,5,12,10,10,5,10,7,,,,,,
416,6,12,12,11,4,7,12,12,14,6,13,12,12,5,9,,,,,,
417,14,14,0,6,7,7,13,0,10,7,14,12,9,13,11,,,,,,
418,12,5,7,6,5,8,13,9,6,4,4,10,5,6,4,,,,,,
419,12,11,7,6,4,13,5,7,13,12,4,10,7,14,4,,,,,,
420,9,6,0,11,13,14,14,0,14,13,6,12,10,6,5,,,,,,
421,12,7,7,13,13,6,7,7,14,5,8,7,7,11,5,,,,,,
422,8,0,9,10,9,10,0,9,5,9,5,0,9,9,9,,,,,,
423,6,4,6,11,4,6,13,6,14,4,6,11,5,4,7,,,,,,
424,5,14,9,14,6,5,13,0,10,14,5,3,0,13,6,,,,,,
425,13,6,11,5,8,12,6,8,11,13,8,6,10,14,13,,,,,,
426,9,8,4,2,8,6,8,14,9,8,5,8,9,5,8,,,,,,
427,4,8,7,0,4,6,13,7,13,9,13,11,7,14,9,,,,,,
428,13,8,9,4,7,4,12,9,5,13,7,5,9,10,7,,,,,,
429,9,9,7,13,11,7,9,13,5,13,13,9,8,14,13,,,,,,
430,5,6,7,13,9,9,7,10,10,8,14,9,3,6,9,,,,,,
431,11,0,11,8,7,13,12,11,7,7,14,8,11,12,13,,,,,,
432,7,8,7,5,9,7,13,7,4,10,7,11,7,11,2,,,,,,
433,9,7,7,13,7,8,7,7,8,4,4,7,4,5,4,,,,,,
434,5,5,5,3,13,5,5,5,12,8,5,5,5,7,8,,,,,,
435,8,0,6,14,7,8,0,12,6,13,8,0,11,7,13,,,,,,
436,9,11,1,10,12,14,6,11,7,8,8,14,8,6,8,,,,,,
437,11,6,11,10,11,7,11,9,10,12,6,8,10,10,12,,,,,,
438,4,13,7,5,13,6,11,4,4,6,13,2,13,11,13,,,,,,
439,8,7,7,11,4,14,7,7,14,9,13,7,7,8,9,,,,,,
440,8,13,11,8,8,8,8,0,8,10,8,8,0,8,6,,,,,,
441,6,14,10,14,13,7,10,13,9,13,11,0,0,4,10,,,,,,
442,9,0,13,4,5,5,12,12,12,13,9,8,11,14,11,,,,,,
443,13,12,12,12,8,5,12,12,12,8,6,12,12,12,11,,,,,,
444,14,9,12,14,6,12,8,10,9,9,14,4,8,10,9,,,,,,
445,8,10,10,9,10,9,10,10,5,10,5,10,10,10,10,,,,,,
446,13,6,1,4,9,12,7,14,5,6,12,14,4,9,6,,,,,,
447,11,7,8,14,5,4,14,9,5,5,11,13,11,5,5,,,,,,
448,13,13,13,9,7,13,13,13,6,14,13,13,7,8,8,,,,,,
449,13,4,6,12,6,4,10,6,8,6,5,7,6,14,6,,,,,,
450,11,5,6,8,5,4,14,11,13,5,11,12,12,10,5,,,,,,
451,4,5,4,9,4,4,6,4,10,4,4,12,4,11,4,,,,,,
452,10,12,8,11,5,9,11,11,10,5,6,9,7,0,9,,,,,,
453,14,11,13,8,5,13,9,0,4,14,14,14,0,9,5,,,,,,
454,6,9,12,10,11,7,6,12,7,3,13,7,12,5,11,,,,,,
455,3,11,13,14,5,13,12,10,12,4,5,14,8,4,5,,,,,,
456,5,0,10,5,12,5,0,1,5,13,5,0,11,5,12,,,,,,
457,14,13,8,14,10,12,13,10,5,10,14,13,4,10,12,,,,,,
458,10,9,12,8,4,9,0,11,8,4,6,0,5,8,11,,,,,,
459,5,5,5,5,12,8,6,10,14,12,11,4,1,9,12,,,,,,
460,12,5,12,7,12,12,6,12,11,12,12,4,12,1,12,,,,,,
461,8,13,4,4,6,11,1,8,4,6,5,14,7,9,10,,,,,,
462,7,13,0,9,12,7,10,0,4,6,7,9,0,6,6,,,,,,
463,8,14,0,14,9,4,5,0,4,4,12,11,10,11,9,,,,,,
464,13,14,14,6,9,14,12,8,13,5,13,3,4,5,14,,,,,,
465,9,0,11,5,13,9,0,1,9,13,9,12,12,9,5,,,,,,
